truism_number,perturbation,premise,avg_binary_score,avg_ratio_score
0,original,original,1.0,0.8054765597647293
0,original,asymmetric_premise,0.0,-0.561840101622191
0,original,asymmetric_conclusion,0.0,-0.5195828784176383
0,negation,original,0.1,-0.10723905859074126
0,negation,asymmetric_premise,1.0,0.2226268085882071
0,negation,asymmetric_conclusion,1.0,0.23243991005620185
0,antonym,original,0.0,-0.4205946139241899
0,antonym,asymmetric_premise,1.0,0.6405860300146433
0,antonym,asymmetric_conclusion,1.0,0.6639837847340442
0,paraphrase,original,1.0,0.9920339450082114
0,paraphrase,asymmetric_premise,0.0,-0.9806302652084191
0,paraphrase,asymmetric_conclusion,0.0,-0.9782383989082017
0,paraphrase_inversion,original,0.0,-0.7223417490945485
0,paraphrase_inversion,asymmetric_premise,1.0,0.8110530537358521
0,paraphrase_inversion,asymmetric_conclusion,1.0,0.8019283627434831
0,negation_antonym,original,1.0,0.9283912653970885
0,negation_antonym,asymmetric_premise,0.0,-0.9186898174854832
0,negation_antonym,asymmetric_conclusion,0.0,-0.9204052147491473
0,negation_paraphrase,original,0.0,-0.9651998509375558
0,negation_paraphrase,asymmetric_premise,1.0,0.9690625277854243
0,negation_paraphrase,asymmetric_conclusion,1.0,0.9719097408204369
0,negation_paraphrase_inversion,original,1.0,0.9046415525177973
0,negation_paraphrase_inversion,asymmetric_premise,0.0,-0.8792537668747601
0,negation_paraphrase_inversion,asymmetric_conclusion,0.0,-0.8544841655569435
1,original,original,0.0,-0.6761915303124868
1,original,asymmetric_premise,1.0,0.7863821182808943
1,original,asymmetric_conclusion,1.0,0.731900673329698
1,negation,original,1.0,0.7773221625824323
1,negation,asymmetric_premise,0.0,-0.8017053073934628
1,negation,asymmetric_conclusion,0.0,-0.8084856673597646
1,antonym,original,1.0,0.765507730142181
1,antonym,asymmetric_premise,0.0,-0.7867051517556488
1,antonym,asymmetric_conclusion,0.0,-0.7844156739463826
1,paraphrase,original,0.3,-0.12478248099814755
1,paraphrase,asymmetric_premise,1.0,0.4927265641639954
1,paraphrase,asymmetric_conclusion,1.0,0.49364230046106866
1,paraphrase_inversion,original,1.0,0.4432031792696276
1,paraphrase_inversion,asymmetric_premise,0.0,-0.5241265143032661
1,paraphrase_inversion,asymmetric_conclusion,0.0,-0.5441910871451874
1,negation_antonym,original,0.0,-0.611349854048343
1,negation_antonym,asymmetric_premise,1.0,0.5715513169678589
1,negation_antonym,asymmetric_conclusion,1.0,0.5465858079792398
1,negation_paraphrase,original,1.0,0.7264096760818779
1,negation_paraphrase,asymmetric_premise,0.0,-0.6924642702593801
1,negation_paraphrase,asymmetric_conclusion,0.0,-0.7343169579809845
1,negation_paraphrase_inversion,original,0.0,-0.7298521029577592
1,negation_paraphrase_inversion,asymmetric_premise,1.0,0.6739313471163791
1,negation_paraphrase_inversion,asymmetric_conclusion,1.0,0.7445667752046108
2,original,original,1.0,0.5842603173718002
2,original,asymmetric_premise,0.5,0.004835055668103544
2,original,asymmetric_conclusion,0.1,-0.05233481281688401
2,negation,original,0.5,0.04191941119733339
2,negation,asymmetric_premise,1.0,0.2859641708355319
2,negation,asymmetric_conclusion,1.0,0.3369443045269431
2,antonym,original,0.0,-0.36787974870047113
2,antonym,asymmetric_premise,1.0,0.2713620844065119
2,antonym,asymmetric_conclusion,1.0,0.22398623089169836
2,paraphrase,original,1.0,0.5918235482755859
2,paraphrase,asymmetric_premise,0.0,-0.2184170372712598
2,paraphrase,asymmetric_conclusion,0.0,-0.20755478349356832
2,paraphrase_inversion,original,0.0,-0.673634725772732
2,paraphrase_inversion,asymmetric_premise,1.0,0.8073468268084157
2,paraphrase_inversion,asymmetric_conclusion,1.0,0.816143061424286
2,negation_antonym,original,0.7,0.04276137018647506
2,negation_antonym,asymmetric_premise,0.0,-0.29498585439123837
2,negation_antonym,asymmetric_conclusion,0.0,-0.25474707090674203
2,negation_paraphrase,original,0.1,-0.19457975582992448
2,negation_paraphrase,asymmetric_premise,1.0,0.4803563942485737
2,negation_paraphrase,asymmetric_conclusion,1.0,0.4814867263901892
2,negation_paraphrase_inversion,original,1.0,0.878734672071268
2,negation_paraphrase_inversion,asymmetric_premise,0.0,-0.8824421781747507
2,negation_paraphrase_inversion,asymmetric_conclusion,0.0,-0.8782908980975508
3,original,original,1.0,0.9357737112983653
3,original,asymmetric_premise,0.0,-0.4984208928084719
3,original,asymmetric_conclusion,0.0,-0.6898417936476138
3,negation,original,1.0,0.7584820083698836
3,negation,asymmetric_premise,0.5,-0.005730447361889235
3,negation,asymmetric_conclusion,0.5,-0.009567841838712371
3,antonym,original,0.1,-0.13128083843848412
3,antonym,asymmetric_premise,1.0,0.49792527802206016
3,antonym,asymmetric_conclusion,1.0,0.4636520908867993
3,paraphrase,original,1.0,0.9985154820475346
3,paraphrase,asymmetric_premise,0.0,-0.99587468953257
3,paraphrase,asymmetric_conclusion,0.0,-0.9942280032249255
3,paraphrase_inversion,original,1.0,0.7910560728987599
3,paraphrase_inversion,asymmetric_premise,0.2,-0.20043099267100314
3,paraphrase_inversion,asymmetric_conclusion,0.0,-0.2932077366446053
3,negation_antonym,original,1.0,0.513039383859581
3,negation_antonym,asymmetric_premise,0.0,-0.41817320309337835
3,negation_antonym,asymmetric_conclusion,0.0,-0.4174848106620862
3,negation_paraphrase,original,0.0,-0.7943246357697477
3,negation_paraphrase,asymmetric_premise,1.0,0.9376815263939837
3,negation_paraphrase,asymmetric_conclusion,1.0,0.937582174461917
3,negation_paraphrase_inversion,original,1.0,0.9108569842412452
3,negation_paraphrase_inversion,asymmetric_premise,0.0,-0.6965389881396844
3,negation_paraphrase_inversion,asymmetric_conclusion,0.0,-0.711764267332288
4,original,original,0.2,-0.1576715511189633
4,original,asymmetric_premise,1.0,0.8398489303114884
