truism_number,perturbation,premise,avg_binary_score,avg_ratio_score
15,original,original,0.0,-0.054369591863366894
15,original,asymmetric_premise,1.0,0.06564324136254163
15,original,asymmetric_conclusion,1.0,0.05481709649959545
15,negation,original,0.8,0.003771504331286735
15,negation,asymmetric_premise,0.0,-0.01123670201192613
15,negation,asymmetric_conclusion,0.4,-0.0020971398672668786
15,antonym,original,1.0,0.07593324937829192
15,antonym,asymmetric_premise,0.0,-0.08249689516750595
15,antonym,asymmetric_conclusion,0.0,-0.0655035238963018
15,paraphrase,original,0.1,-0.00507208391327561
15,paraphrase,asymmetric_premise,1.0,0.010709114894226424
15,paraphrase,asymmetric_conclusion,1.0,0.017292186753454036
15,paraphrase_inversion,original,1.0,0.135864088311837
15,paraphrase_inversion,asymmetric_premise,0.0,-0.13881279315396816
15,paraphrase_inversion,asymmetric_conclusion,0.0,-0.11190831338813371
15,negation_antonym,original,0.0,-0.01633636273301557
15,negation_antonym,asymmetric_premise,1.0,0.03137224796991152
15,negation_antonym,asymmetric_conclusion,1.0,0.013999846484746368
15,negation_paraphrase,original,1.0,0.02488412023609746
15,negation_paraphrase,asymmetric_premise,0.0,-0.04254221358729842
15,negation_paraphrase,asymmetric_conclusion,0.0,-0.04181505031960789
15,negation_paraphrase_inversion,original,0.0,-0.05450327793765018
15,negation_paraphrase_inversion,asymmetric_premise,1.0,0.06451181378155865
15,negation_paraphrase_inversion,asymmetric_conclusion,1.0,0.04458280626139651
18,original,original,0.0,-0.019192195460507735
18,original,asymmetric_premise,1.0,0.014178043211472114
18,original,asymmetric_conclusion,1.0,0.014038562731427912
18,negation,original,0.0,-0.006173023388920751
18,negation,asymmetric_premise,1.0,0.013022756443974057
18,negation,asymmetric_conclusion,1.0,0.01163273987515216
18,antonym,original,1.0,0.018292269309893534
18,antonym,asymmetric_premise,0.0,-0.015360197705730471
18,antonym,asymmetric_conclusion,0.0,-0.01657950766707973
18,paraphrase,original,1.0,0.2341359139052889
18,paraphrase,asymmetric_premise,0.0,-0.2209283932468986
18,paraphrase,asymmetric_conclusion,0.0,-0.2222238487736278
18,paraphrase_inversion,original,1.0,0.018932395832431226
18,paraphrase_inversion,asymmetric_premise,0.0,-0.021370784350240542
18,paraphrase_inversion,asymmetric_conclusion,0.0,-0.023459437951961738
18,negation_antonym,original,1.0,0.003930813634573456
18,negation_antonym,asymmetric_premise,0.0,-0.010284586227607685
18,negation_antonym,asymmetric_conclusion,0.0,-0.00815810304912028
18,negation_paraphrase,original,0.0,-0.2135063130154166
18,negation_paraphrase,asymmetric_premise,1.0,0.2078801972719654
18,negation_paraphrase,asymmetric_conclusion,1.0,0.21208165007076674
18,negation_paraphrase_inversion,original,0.9,0.00584249536919392
18,negation_paraphrase_inversion,asymmetric_premise,0.0,-0.013445676708927818
18,negation_paraphrase_inversion,asymmetric_conclusion,0.0,-0.008930279432203782
